lead_id,lead_status,premium,age,gender,smoker,current_insurance,device_type,keyword,match_type,postcode,cover_for,verification_status
16771744,Contacted,0.0,37,Male,No,no,Smartphone,private health insurance,Exact,SS4,Self + Family,
34531148,No Contact,0.0,21,Female,No,no,Smartphone,private healthcare prices,Exact,HA7,Self,
31897248,No Contact,0.0,55,Male,No,no,Smartphone,private healthcare,Exact,CA11,Self,
74379361,Contacted,0.0,62,Female,No,no,Desktop,health insurance quotes,Phrase,Ws3,Self,
81039284,Contacted,0.0,24,Male,No,no,Desktop,best health insurance,Broad,Sw4,Self + Partner,
30326083,Quoted,0.0,34,Female,No,yes private,Smartphone,private healthcare,Phrase,RH11,Self + Partner,verified
27648391,No Contact,0.0,48,Female,No,no,Smartphone,private healthcare,Exact,IG11,Self + Family,
10990404,Contacted,0.0,26,Male,No,no,Smartphone,private healthcare,Exact,DA1,Self,
51376282,Contacted,0.0,39,Female,No,no,Smartphone,private healthcare prices,Exact,SE2,Self + Family,
14428402,Contacted,0.0,34,Male,No,no,Smartphone,private medical insurance for existing conditions,Exact,Cf23,Self,
30799136,Contacted,0.0,39,Female,No,no,Smartphone,private medical insurance policy,Broad,Bh12,Self,
54339433,Contacted,0.0,52,Female,No,no,Desktop,bupa health care insurance,Exact,SN12,Self,
22482200,Contacted,0.0,29,Male,No,no,Smartphone,compare private health care,Exact,TF9,Self,
48854454,Quoted,0.0,25,Female,No,no,Desktop,health insurance pre existing conditions,Exact,Sk7,Self + Partner,
27760571,Contacted,0.0,53,Female,No,no,Smartphone,private medical insurance,Phrase,Wf3,Self,
91418110,Contacted,0.0,53,Female,No,no,Desktop,medical insurance uk,Broad,E7,Self,
51051090,Contacted,0.0,44,Female,No,no,Smartphone,private health care,Exact,BS16,Self + Partner,
36802520,Contacted,0.0,63,Male,No,no,Smartphone,private health care insurance,Phrase,TW7,Self + Partner,
46799950,Invalid,0.0,51,Female,No,no,Smartphone,private medical insurance uk,Exact,WA7,Self,verified
19674423,Contacted,0.0,48,Male,No,no,Smartphone,health insurance quotes,Exact,Ha3,Self,
77253229,Contacted,0.0,55,Female,No,no,Desktop,bupa private health,Exact,DE3,Self,verified
90200916,Contacted,0.0,89,Male,No,no,Desktop,best health insurance,Broad,Cr0,Self + Partner,
99012185,Contacted,0.0,22,Female,No,no,Smartphone,private healthcare,Phrase,HU18,Self,
22752227,Contacted,0.0,78,Female,No,no,Tablet,private medical insurance cost,Exact,SS2,Self,
59122962,Contacted,0.0,51,Female,Yes,no,Smartphone,private healthcare uk,Exact,SG2,Self,
35167726,Sold,3121.92,42,Male,No,no,Smartphone,medical insurance for pre existing conditions,Exact,Lu3,Self,
96223607,Sold,1441.32,57,Female,No,yes private,Desktop,private medical insurance,Phrase,MK43,Self,
46363307,Contacted,0.0,60,Female,No,no,Smartphone,personal medical insurance,Exact,Ab12,Self,
21549037,Contacted,0.0,85,Male,No,yes private,Desktop,health insurance uk,Phrase,WR3,Self + Partner,
99681311,Quoted,0.0,67,Male,No,no,Smartphone,private healthcare prices,Exact,RH10,Self + Partner,
46457045,Contacted,0.0,40,Female,No,no,Smartphone,private healthcare,Phrase,BS3,Self,verified
66349677,Contacted,0.0,56,Male,No,no,Smartphone,health insurance,Exact,PR9,Self,
41647167,Contacted,0.0,53,Female,No,no,Smartphone,health insurance policy,Broad,DY3,Self + Family,
46375168,Sold,1378.8,42,Male,No,no,Smartphone,bupa health insurance,Exact,TR1,Self + Family,
43432526,Contacted,0.0,66,Male,No,no,Smartphone,private healthcare,Phrase,IP30,Self,verified
48358002,Contacted,0.0,21,Female,No,no,Smartphone,private healthcare,Exact,L8,Self,
44909054,Contacted,0.0,28,Female,No,no,Desktop,health insurance quotes,Phrase,Bh23,Self + Partner,
33865261,Contacted,0.0,31,Female,No,no,Smartphone,private medical insurance uk,Exact,DN22,Self + Family,
50773442,Contacted,0.0,35,Female,No,no,Smartphone,health insurance uk,Exact,BB18,Self,
90452233,Contacted,0.0,38,Female,No,no,Desktop,bupa health care insurance,Exact,PL15,Self + Family,
71902125,Contacted,0.0,57,Female,No,no,Smartphone,private medical insurance policy,Broad,M19,Self + Partner,
38675879,Contacted,0.0,41,Male,No,no,Desktop,private healthcare,Phrase,SN16,Self + Family,verified
66583332,Contacted,0.0,89,Female,No,no,Desktop,best health insurance,Broad,Dl2,Self,
16055875,Contacted,0.0,85,Female,No,no,Smartphone,care home fees insurance uk,Exact,So52,Self,
74251896,No Contact,0.0,45,Male,No,no,Smartphone,private health insurance uk,Exact,IG3,Self + Family,
32592831,Contacted,0.0,76,Female,No,yes company,Smartphone,private health care,Exact,SK10,Self,verified
92170686,Contacted,0.0,45,Male,No,no,Smartphone,private healthcare,Exact,DA1,Self,verified
27927265,Invalid,0.0,43,Female,No,yes private,Smartphone,compare private health care,Exact,YO11,Self + Family,
85036804,Contacted,0.0,77,Male,No,no,Desktop,best medical insurance,Broad,Rh4,Self + Partner,
52361813,Contacted,0.0,28,Female,No,no,Desktop,health insurance uk,Phrase,SL0,Self,verified
65628998,Contacted,0.0,46,Female,No,no,Smartphone,private healthcare,Phrase,PO9,Self + Family,verified
34192403,Contacted,0.0,33,Male,No,no,Desktop,private medical insurance,Phrase,B98,Self,
95125912,Contacted,0.0,56,Male,No,no,Desktop,private medical insurance,Phrase,BB5,Self + Family,verified
92414800,Contacted,0.0,40,Male,No,no,Smartphone,bupa private health,Exact,CR0,Self + Family,verified
63384745,Invalid,0.0,87,Male,No,no,Tablet,health insurance cover,Broad,Bs37,Self,
54995181,Contacted,0.0,61,Female,No,yes private,Smartphone,best medical insurance,Broad,Bt308qp,Self + Partner,
70579987,Contacted,0.0,53,Male,No,no,Smartphone,health insurance quotes,Broad,ST9,Self + Family,verified
50139973,Contacted,0.0,33,Male,No,no,Desktop,private healthcare,Exact,TS8,Self + Family,
32046666,Contacted,0.0,33,Female,No,no,Smartphone,medical shield insurance,Exact,B98,Self,
19344890,Contacted,0.0,41,Female,No,no,Desktop,bupa health care insurance,Exact,SW4,Self + Family,verified
74870163,Quoted,0.0,51,Female,No,no,Smartphone,private medical insurance uk,Exact,MK42,Self,
26997238,Contacted,0.0,33,Female,No,no,Smartphone,health insurance for people with pre existing cond,Exact,B76,Self,
89467912,Contacted,0.0,73,Male,No,no,Desktop,private medical insurance,Broad,Ka8,Self + Partner,
44629744,Contacted,0.0,34,Male,No,yes company,Desktop,bupa cost,Exact,CW2,Self + Family,
37675306,Contacted,0.0,38,Male,No,yes private,Smartphone,private medical insurance,Phrase,LE5,Self,verified
99009402,Contacted,0.0,41,Male,No,no,Smartphone,private healthcare,Exact,MK2,Self,verified
15444462,Contacted,0.0,73,Male,No,yes private,Smartphone,best medical insurance,Broad,Sa20xd,Self,
11122612,Contacted,0.0,32,Male,Yes,no,Smartphone,health insurance cover,Broad,M23,Self,
70935863,Contacted,0.0,57,Female,No,no,Smartphone,private medical insurance uk,Exact,GL1,Self,
73341479,Invalid,0.0,55,Male,No,no,Smartphone,bupa private health,Exact,DT4,Self + Partner,
88981561,Quoted,0.0,39,Female,No,no,Smartphone,compare the market health insurance,Exact,RG7,Self,verified
17176270,Contacted,0.0,78,Male,No,no,Smartphone,health insurance cover,Broad,St10,Self + Partner,
45967970,Contacted,0.0,44,Female,No,no,Smartphone,private health care,Broad,DY9,Self,
87739149,Contacted,0.0,33,Male,No,no,Desktop,bupa private health,Exact,TF1,Self + Family,
82393208,Contacted,0.0,37,Female,No,no,Smartphone,bupa private health,Exact,ME7,Self,
33657816,Contacted,0.0,55,Male,No,no,Smartphone,private health insurance with pre existing conditi,Exact,Wa11,Self,
26588946,Contacted,0.0,29,Female,Yes,no,Smartphone,bupa private health care,Exact,SP10,Self,
28782677,Contacted,0.0,27,Female,No,no,Smartphone,private healthcare,Exact,RH19,Self,verified
89545715,Contacted,0.0,41,Male,No,no,Smartphone,private health insurance,Exact,HX4,Self,
78648718,Invalid,0.0,51,Male,No,no,Smartphone,private healthcare,Exact,ME13,Self,verified
67945192,Contacted,0.0,26,Female,No,no,Smartphone,insurance for pre existing medical conditions,Exact,Dy13,Self,
44747302,Contacted,0.0,64,Female,No,no,Smartphone,private healthcare,Phrase,TN5,Self,
17020370,Quoted,0.0,78,Male,No,yes private,Desktop,health insurance plans,Phrase,HA8,Self,
90143631,Contacted,0.0,21,Male,No,no,Smartphone,bupa private health,Exact,GU7,Self,
40597445,Contacted,0.0,56,Female,Yes,no,Smartphone,bupa health insurance,Exact,Ws15,Self + Family,
13843685,Contacted,0.0,20,Female,Yes,no,Smartphone,private healthcare,Exact,BS30,Self,verified
55429945,Contacted,0.0,47,Female,No,no,Smartphone,private medical insurance,Exact,B91,Self,verified
57362435,Contacted,0.0,69,Female,No,no,Desktop,private medical insurance,Phrase,HX6,Self + Partner,
27477294,Contacted,0.0,52,Female,Yes,no,Smartphone,private healthcare,Exact,ME3,Self + Partner,verified
46269119,Contacted,0.0,24,Female,No,no,Smartphone,health insurance for pre existing conditions,Exact,Gu2,Self,
64393994,Contacted,0.0,30,Female,No,yes private,Smartphone,health insurance comparison uk,Exact,Wv3,Self,
10888257,Contacted,0.0,56,Female,No,no,Smartphone,bupa health insurance,Exact,WS13,Self,
25791977,Contacted,0.0,40,Female,No,no,Smartphone,private health insurance uk,Exact,YO24,Self + Family,
39502920,No Contact,0.0,51,Female,No,no,Smartphone,private health insurance,Broad,DN10,Self + Family,
99935191,Contacted,0.0,41,Female,No,no,Smartphone,private medical insurance uk,Exact,DL14,Self,
53594314,Contacted,0.0,25,Female,No,no,Desktop,private healthcare,Phrase,LS1,Self,
94129193,Contacted,0.0,72,Male,No,no,Smartphone,health insurance cover,Broad,Hr1,Self,
66837413,Contacted,0.0,56,Female,No,no,Smartphone,health insurance,Exact,M33,Self + Partner,verified
89702953,No Contact,0.0,43,Male,No,no,Smartphone,private healthcare,Exact,DY4,Self,
91370696,Contacted,0.0,23,Male,No,no,Smartphone,health insurance that covers pre existing conditio,Exact,Bb9,Self + Partner,
91002450,Sold,1472.52,42,Male,No,no,Smartphone,private healthcare,Exact,WV6,Self,verified
61894131,Contacted,0.0,28,Female,No,no,Smartphone,private medical insurance,Exact,LN6,Self + Partner,verified
14583784,Contacted,0.0,64,Male,No,no,Smartphone,best medical insurance,Broad,Ne23,Self,
72140702,Contacted,0.0,54,Female,No,yes private,Smartphone,best medical insurance,Broad,Bh8,Self + Partner,
65468927,Contacted,0.0,77,Male,No,no,Desktop,best medical insurance,Broad,Ts23,Self + Partner,
46103017,Contacted,0.0,45,Female,Yes,no,Smartphone,private medical insurance,Exact,TF2,Self + Family,
26638938,Contacted,0.0,49,Female,No,no,Smartphone,private health insurance,Exact,NN3,Self + Family,
36508806,Contacted,0.0,38,Female,No,no,Smartphone,bupa cost,Exact,HA5,Self,
62946195,Contacted,0.0,70,Female,No,no,Smartphone,private healthcare prices,Exact,OL12,Self,
79067022,Contacted,0.0,49,Male,No,no,Smartphone,bupa private health,Exact,CR3,Self + Family,verified
85051618,Contacted,0.0,28,Male,No,no,Smartphone,private health insurance uk,Exact,M28,Self,
74620747,Contacted,0.0,59,Female,No,no,Smartphone,health insurance uk,Exact,WV3,Self,
28923349,Contacted,0.0,73,Female,No,yes private,Desktop,medicare health insurance,Exact,St21,Self + Partner,
16698160,Contacted,0.0,64,Female,No,no,Desktop,health insurance plans,Phrase,SL6,Self + Partner,verified
68057342,Contacted,0.0,74,Female,No,no,Desktop,best health insurance,Broad,Wr5,Self + Partner,
46259763,Contacted,0.0,78,Male,No,no,Smartphone,best medical insurance,Broad,Sy11,Self,
55619601,Contacted,0.0,48,Female,No,no,Smartphone,best medical insurance,Broad,DH4,Self + Family,
53630297,Contacted,0.0,33,Male,No,no,Smartphone,private medical insurance,Phrase,CV6,Self + Partner,
22717786,Contacted,0.0,65,Female,No,yes private,Desktop,private healthcare,Phrase,BS22,Self,
63355885,Contacted,0.0,58,Male,No,no,Desktop,bupa health care insurance,Exact,SW16,Self + Partner,
83869269,Contacted,0.0,69,Female,No,yes private,Desktop,private medical insurance,Phrase,LS6,Self,verified
21165947,Contacted,0.0,26,Female,No,no,Smartphone,private healthcare,Phrase,NE5,Self,verified
18586523,Contacted,0.0,77,Male,No,no,Desktop,private medical insurance,Broad,Bs20,Self + Partner,
56558241,Quoted,0.0,54,Male,No,yes company,Desktop,health plans for business,,Nn144jj,Self + Family,
59857237,Contacted,0.0,43,Female,No,no,Smartphone,private healthcare,Exact,BD5,Self,
55694125,Contacted,0.0,49,Female,No,no,Smartphone,health insurance,Exact,RG41,Self + Family,verified
62572820,Sold,1704.24,54,Female,No,no,Smartphone,private health care,Broad,FY8,Self + Family,
83542889,Contacted,0.0,72,Male,No,no,Smartphone,private medical insurance,Broad,Ex16,Self,
21180403,Contacted,0.0,55,Female,No,no,Smartphone,best private health insurance uk,Exact,ME13,Self + Partner,verified
36823853,No Contact,0.0,40,Female,No,no,Desktop,private health insurance uk,Exact,PE7,Self + Partner,verified
66889761,Contacted,0.0,57,Male,No,no,Smartphone,bupa private health,Exact,LN6,Self,verified
29234742,Contacted,0.0,52,Female,No,no,Smartphone,private medical insurance uk,Exact,PO13,Self,
16946829,Contacted,0.0,60,Female,No,yes private,Smartphone,private healthcare insurance,Exact,L9,Self,
67512998,Contacted,0.0,67,Female,No,no,Desktop,bupa private health care,Exact,SL3,Self,
96316364,Contacted,0.0,38,Male,No,no,Smartphone,private health insurance,Exact,RG22,Self + Family,
70600418,Contacted,0.0,35,Female,No,no,Desktop,private healthcare,Phrase,W1W,Self + Family,verified
90875829,Contacted,0.0,52,Male,No,no,Smartphone,bupa cost,Exact,IP14,Self + Family,verified
75076101,Contacted,0.0,44,Male,No,no,Desktop,bupa cost,Exact,DA16,Self + Family,
67864794,Sold,2641.2,88,Female,No,no,Smartphone,private healthcare,Exact,B20,Self,verified
42436390,Contacted,0.0,41,Male,No,no,Smartphone,private health insurance comparison,Exact,ME10,Self,
16338514,Contacted,0.0,33,Male,No,no,Smartphone,private healthcare,Exact,BA2,Self + Partner,
38076846,Quoted,0.0,44,Male,No,no,Smartphone,bupa cost,Exact,DA12,Self + Family,
75278329,Contacted,0.0,78,Female,No,no,Desktop,'+medical +insurance +uk,Broad,Bd2,Self + Partner,
58494808,Contacted,0.0,53,Male,No,no,Desktop,bupa health care insurance,Exact,WD25,Self + Partner,
44486861,Quoted,0.0,46,Female,No,no,Smartphone,private healthcare,Exact,CM6,Self + Family,verified
42907956,Contacted,0.0,73,Male,No,no,Smartphone,private health insurance,Broad,SM2,Self + Partner,
22788569,Quoted,0.0,65,Female,No,no,Smartphone,health insurance,Phrase,Po4,Self + Family,
88718818,Quoted,0.0,26,Female,No,no,Desktop,private medical insurance uk,Exact,NN7,Self + Partner,verified
47165548,Contacted,0.0,37,Female,Yes,no,Smartphone,private healthcare uk,Exact,B66,Self + Family,verified
66243604,Invalid,0.0,59,Female,No,no,Smartphone,health insurance uk,Phrase,TW14,Self + Family,
57769074,Contacted,0.0,37,Male,No,no,Smartphone,bupa health insurance,Exact,BN15,Self + Family,
49228720,Quoted,0.0,35,Male,No,no,Desktop,private healthcare,Phrase,SW11,Self,
31369419,Contacted,0.0,46,Male,No,no,Tablet,private health care,Exact,WV13,Self,verified
21805760,Contacted,0.0,60,Female,No,no,Smartphone,bupa health insurance,Exact,UB3,Self + Partner,verified
55438352,Sold,3929.16,47,Female,No,no,Smartphone,bupa private health,Exact,SN15,Self + Family,verified
93681619,Contacted,0.0,40,Female,No,no,Smartphone,private healthcare,Exact,NE15,Self,
31200074,Contacted,0.0,25,Female,No,no,Smartphone,health insurance pre existing conditions,Exact,Pe12,Self,
58678766,Contacted,0.0,54,Male,No,no,Smartphone,health insurance quotes,Broad,Sw10,Self,
67869537,Contacted,0.0,45,Male,No,no,Smartphone,bupa health insurance,Exact,TN23,Self + Family,
31872606,Contacted,0.0,46,Female,No,no,Smartphone,private health care,Exact,LN4,Self,verified
85632037,Contacted,0.0,76,Male,No,no,Desktop,best health insurance,Broad,Gl52,Self,
80867401,Contacted,0.0,60,Male,No,no,Desktop,,,MK10,Self,
73434298,Contacted,0.0,42,Male,No,no,Smartphone,health insurance plans uk,Exact,SW1V,Self,
10541461,Contacted,0.0,24,Female,No,no,Smartphone,private medical insurance uk pre existing conditio,Exact,Ab21,Self,
58083571,Contacted,0.0,31,Female,No,yes company,Desktop,bupa health care insurance,Exact,NN2,Self + Partner,
39476470,Contacted,0.0,48,Female,No,no,Smartphone,private medical insurance,Exact,SG5,Self + Family,
89539069,Contacted,0.0,70,Female,No,yes private,Desktop,health insurance cover,Broad,Dh6,Self,
56766009,Contacted,0.0,23,Male,No,yes private,Smartphone,best health insurance for pre existing conditions,Exact,Le17,Self,
43987617,Contacted,0.0,68,Male,No,no,Smartphone,private health care insurance,Phrase,HP13,Self + Family,verified
99343262,Contacted,0.0,53,Male,No,no,Smartphone,private medical insurance,Phrase,RH11,Self,verified
56219830,Contacted,0.0,59,Male,Yes,no,Smartphone,pre existing health insurance,Exact,M38,Self + Partner,
18929194,Contacted,0.0,47,Male,No,no,Smartphone,best medical insurance,Broad,HX3,Self + Family,
21957954,Contacted,0.0,34,Female,No,no,Smartphone,bupa private health,Exact,PR5,Self + Family,
84573777,Contacted,0.0,38,Male,No,no,Smartphone,best medical insurance,Broad,Sp4,Self + Family,
52084532,Contacted,0.0,40,Female,No,no,Smartphone,bupa private health,Exact,YO14,Self + Family,verified
99867190,Contacted,0.0,48,Male,No,yes private,Smartphone,private health insurance quotes,Exact,Ta3,Self,
66872785,Contacted,0.0,31,Male,No,no,Smartphone,private healthcare,Phrase,TN24,Self + Family,
43908689,Contacted,0.0,40,Female,No,no,Smartphone,health insurance uk,Exact,YO31,Self + Family,
58217582,Contacted,0.0,58,Male,No,no,Desktop,private medical insurance,Broad,Ts27,Self,
24416117,Contacted,0.0,64,Female,No,no,Tablet,best health insurance uk,Exact,HG4,Self,
17436678,Contacted,0.0,64,Male,No,no,Desktop,private healthcare,Phrase,IP1,Self + Partner,
33849129,Contacted,0.0,57,Female,No,no,Smartphone,compare private health care,Exact,CM14,Self,
71989009,Contacted,0.0,40,Female,No,no,Smartphone,private medical insurance uk,Exact,HP14,Self + Family,
73044664,Contacted,0.0,36,Female,No,yes company,Smartphone,how much is private medical insurance,Exact,PR8,Self + Family,
83642849,Contacted,0.0,45,Male,No,no,Smartphone,private healthcare,Phrase,M46,Self,
13966496,Contacted,0.0,62,Female,No,no,Smartphone,how much is private health care uk,Exact,S6,Self + Partner,
66512393,Contacted,0.0,37,Male,No,no,Desktop,private healthcare,Exact,M26,Self + Partner,
32349240,Contacted,0.0,71,Male,No,yes private,Smartphone,best health insurance,Broad,Sy2,Self,
62558733,Contacted,0.0,57,Male,No,no,Smartphone,bupa health insurance,Exact,FY4,Self + Partner,
70763668,Quoted,0.0,54,Female,Yes,no,Smartphone,insurance for undiagnosed medical conditions,Exact,Ca12,Self,
96173703,Contacted,0.0,39,Male,No,no,Smartphone,private health care,Exact,MK45,Self,
37074836,Quoted,0.0,53,Male,No,no,Smartphone,private medical insurance,Phrase,IP8,Self + Partner,
55803069,Contacted,0.0,51,Female,No,no,Smartphone,health insurance,Exact,E7,Self + Family,
46370772,Contacted,0.0,41,Female,No,yes private,Smartphone,best health insurance,Exact,WD23,Self + Family,
44599463,Contacted,0.0,43,Male,No,no,Smartphone,private healthcare,Exact,IP14,Self + Family,
12107763,Contacted,0.0,68,Female,No,no,Smartphone,health insurance for pre existing conditions,Exact,Ub3,Self + Partner,
92630253,Contacted,0.0,45,Female,No,no,Smartphone,bupa health care insurance,Exact,IG11,Self,verified
12509850,Contacted,0.0,53,Female,No,no,Smartphone,bupa health insurance,Exact,SL1,Self + Family,verified
98330399,Contacted,0.0,47,Female,No,no,Smartphone,health insurance uk,Exact,OX28,Self,verified
77444129,Contacted,0.0,41,Female,No,no,Smartphone,private healthcare scotland,Phrase,Ka1,Self,
77179290,Invalid,0.0,64,Male,No,no,Smartphone,private healthcare,Phrase,DH6,Self + Partner,
10576542,Contacted,0.0,27,Female,No,yes company,Smartphone,private health care near me,Exact,Nn11,Self + Family,
20192282,No Contact,0.0,22,Male,No,no,Smartphone,private healthcare,Exact,NE6,Self,
43516843,Contacted,0.0,28,Male,No,no,Smartphone,private healthcare,Exact,SE26,Self + Family,verified
55855770,Invalid,0.0,23,Male,No,no,Smartphone,private medical insurance policy,Broad,Bs3,Self,
24124017,Sold,759.0,24,Female,Yes,no,Smartphone,health insurance uk,Exact,BS5,Self,
72528932,Contacted,0.0,43,Male,No,yes company,Smartphone,private medical insurance,Phrase,CR5,Self + Family,
97044040,Contacted,0.0,70,Male,No,yes private,Smartphone,private healthcare,Phrase,SG3,Self,verified
91600749,Contacted,0.0,36,Female,No,no,Smartphone,bupa private health,Exact,WA9,Self + Family,verified
41912103,Contacted,0.0,23,Female,No,no,Smartphone,private health care,Broad,M30,Self,verified
56743935,Contacted,0.0,42,Male,No,yes private,Desktop,medical insurance for pre existing conditions,Exact,Sw15,Self,
73237977,Contacted,0.0,41,Male,No,no,Smartphone,,,LS9,Self,
17617596,Contacted,0.0,27,Female,No,no,Desktop,bupa health care insurance,Exact,GL13,Self,
24024155,Contacted,0.0,58,Female,No,no,Smartphone,best medical insurance,Broad,Bb6,Self,
22817491,Contacted,0.0,64,Male,No,no,Smartphone,best insurance for medical conditions,Exact,Yo12,Self,
33396539,No Contact,0.0,60,Male,No,no,Smartphone,private medical insurance uk,Exact,GL5,Self + Partner,
74778480,Contacted,0.0,35,Male,No,no,Smartphone,health insurance quotes,Exact,Se15,Self,
41315634,Contacted,0.0,47,Female,No,no,Smartphone,private healthcare,Phrase,DL13,Self + Partner,
10926595,Contacted,0.0,35,Male,No,no,Smartphone,bupa private health,Exact,TQ4,Self + Family,verified
57835604,Contacted,0.0,77,Male,No,no,Smartphone,private health care insurance,Exact,De12,Self,
32017515,Contacted,0.0,21,Female,No,no,Smartphone,bupa private health,Exact,PA9,Self,
15707014,Contacted,0.0,36,Male,No,no,Smartphone,private healthcare,Exact,B77,Self + Family,
90281278,Contacted,0.0,43,Male,No,no,Desktop,best health insurance,Exact,SE18,Self,
81763037,Contacted,0.0,24,Male,No,no,Smartphone,bupa health insurance,Exact,TS20,Self,
64320284,Contacted,0.0,36,Male,No,no,Smartphone,private medical insurance with pre existing condit,Exact,Sw17,Self,
47341171,Contacted,0.0,26,Male,No,yes private,Desktop,bupa health insurance,Exact,AL4,Self + Family,
27404608,Contacted,0.0,42,Male,No,no,Smartphone,bupa health insurance,Exact,SL1,Self,verified
17631944,Contacted,0.0,40,Male,Yes,no,Smartphone,best health insurance for pre existing conditions,Exact,Gl15,Self,
45506630,Contacted,0.0,43,Female,No,no,Smartphone,bupa cost,Exact,SE13,Self,
54560691,Contacted,0.0,22,Male,No,no,Smartphone,bupa health insurance,Exact,CB23,Self,
21223197,Contacted,0.0,44,Male,No,no,Smartphone,bupa health insurance,Exact,IV2,Self + Family,verified
16590494,Contacted,0.0,28,Female,No,yes company,Smartphone,best health insurance for pre existing conditions,Exact,Bs4,Self,
18156368,Contacted,0.0,84,Female,No,yes private,Desktop,best medical insurance,Broad,Ct53jn,Self,
47231966,Quoted,0.0,37,Female,No,no,Smartphone,private health insurance plans,Exact,GL2,Self + Family,
45970114,Contacted,0.0,48,Female,Yes,no,Smartphone,private healthcare prices,Exact,TF12,Self,
22839745,Sold,755.64,37,Male,Yes,no,Smartphone,health insurance,Broad,IV30,Self + Family,verified
14174019,Contacted,0.0,64,Female,No,no,Smartphone,health insurance uk,Phrase,BR3,Self,
49233131,Contacted,0.0,56,Female,No,no,Smartphone,private health care,Exact,LS26,Self,verified
20012028,Contacted,0.0,48,Female,Yes,yes private,Smartphone,private medical insurance,Broad,Tw8,Self,
75042654,Contacted,0.0,56,Male,No,no,Smartphone,private health insurance,Exact,HU8,Self + Partner,
41139126,Contacted,0.0,43,Female,No,no,Smartphone,bupa health insurance,Exact,BR2,Self + Family,
50956332,Contacted,0.0,41,Male,No,yes private,Smartphone,private healthcare,Phrase,M6,Self,
32471190,Contacted,0.0,55,Male,No,no,Smartphone,private health insurance,Broad,B775jb,Self + Partner,
65808760,Contacted,0.0,74,Female,No,no,Smartphone,private medical insurance,Phrase,DN4,Self,
61172841,Contacted,0.0,49,Female,No,no,Smartphone,family health insurance,Exact,ML1,Self + Family,
90909454,Contacted,0.0,45,Female,No,no,Smartphone,private healthcare insurance,Exact,WN7,Self + Family,
12472728,Contacted,0.0,54,Male,No,no,Smartphone,private medical insurance,Phrase,GL52,Self,
20578670,Contacted,0.0,42,Male,No,no,Smartphone,private health care,Exact,HP2,Self + Partner,
62012510,Quoted,0.0,53,Male,No,no,Desktop,bupa private health,Exact,CR4,Self + Partner,
68010541,Contacted,0.0,63,Female,No,no,Smartphone,best medical insurance,Broad,Ct18,Self,
38520140,Contacted,0.0,43,Female,Yes,no,Smartphone,private health insurance uk,Exact,CM5,Self + Family,verified
67573997,Quoted,0.0,56,Female,No,no,Smartphone,private healthcare,Phrase,RM6,Self + Partner,
38094022,Contacted,0.0,36,Female,No,no,Smartphone,private healthcare,Phrase,BT71,Self + Family,
89689431,Contacted,0.0,48,Male,No,no,Smartphone,private healthcare,Exact,EX34,Self + Family,verified
91710828,Contacted,0.0,42,Female,No,no,Smartphone,family private health insurance,Exact,LE9,Self + Family,
48779124,Contacted,0.0,61,Female,No,no,Desktop,health insurance cover,Broad,Cf31,Self,
64055981,Contacted,0.0,77,Male,No,no,Smartphone,bupa cost,Exact,M41,Self,verified
12971206,Contacted,0.0,44,Female,No,no,Smartphone,health insurance uk,Exact,SL2,Self + Partner,
28207788,Quoted,0.0,36,Male,No,no,Smartphone,health insurance uk,Exact,W7,Self,
36216412,Contacted,0.0,77,Female,No,no,Smartphone,private healthcare,Phrase,TA24,Self + Partner,
34834663,Sold,733.32,23,Male,No,no,Smartphone,private healthcare,Phrase,E6,Self,verified
16782860,Invalid,0.0,63,Female,No,no,Smartphone,private health care,Exact,B73,Self + Partner,
47203054,Contacted,0.0,60,Female,No,yes company,Smartphone,private health insurance with pre existing conditi,Exact,Hd9,Self + Partner,
60618930,Contacted,0.0,39,Female,No,no,Smartphone,private health insurance,Exact,HP22,Self,verified
99590442,Contacted,0.0,37,Male,No,no,Smartphone,private medical insurance,Phrase,TF6,Self + Family,
53243250,Sold,892.92,49,Male,Yes,yes private,Smartphone,private medical insurance,Phrase,NW1,Self,verified
51068840,Contacted,0.0,35,Female,No,no,Smartphone,bupa private health,Exact,NN8,Self + Partner,
21639723,Contacted,0.0,53,Male,No,no,Smartphone,medical insurance uk,Broad,ST5,Self + Partner,verified
14443315,Contacted,0.0,31,Male,No,no,Smartphone,health insurance uk,Exact,DN33,Self,
20341947,Contacted,0.0,51,Male,No,no,Smartphone,health insurance,Broad,IV36,Self,
67842081,Contacted,0.0,39,Male,No,no,Smartphone,private healthcare,Exact,BS22,Self + Partner,
81835479,Sold,507.72,22,Male,No,no,Desktop,private medical insurance,Exact,MK13,Self,
57420426,Contacted,0.0,43,Female,No,no,Smartphone,medical insurance,Exact,WS5,Self,verified
73279601,Contacted,0.0,68,Female,No,no,Smartphone,private medical insurance,Phrase,WS4,Self,
87046494,Contacted,0.0,61,Male,No,yes company,Smartphone,private medical insurance uk,Exact,RH16,Self,verified
61652978,Contacted,0.0,48,Female,No,no,Smartphone,best medical insurance,Broad,GU15,Self,verified
16457308,Contacted,0.0,41,Male,No,no,Smartphone,private medical insurance,Broad,Ch64,Self,
41555123,Contacted,0.0,80,Female,No,no,Desktop,health insurance quotes,Broad,Dh3,Self,
19633527,Contacted,0.0,51,Male,No,no,Smartphone,private healthcare,Exact,S26,Self,
